id	familia	alternativa	archivo	antes_hex	despues_hex	oraculo
C097	C18	omitir-autoridad	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e6175746f7269646164203d206e696c	agregado-con-autoridad
C098	C18	omitir-recurso	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e637573746f646961203d206e696c	agregado-con-custodia
C099	C18	omitir-plazo	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e66696e4361736f203d2074696d652e54696d657b7d	agregado-con-plazo
C100	C18	omitir-raw-CONT	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e7265746f726e6f436f6e74203d2030	agregado-con-raw-CONT
C101	C18	omitir-union	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e7072696d6572612e53746f7265283029	agregado-con-observacion
C102	C18	mezclar-raw-observacion	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	73616c696461203a3d20612e73616c696461	73616c696461203a3d20612e73616c6964613b2073616c6964612e7265746f726e6f436f6e74203d20696e742873616c6964612e7072696d6572612e4c6f6164282929	raw-separado
C103	C18	incluir-ticket	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	7265746f726e6f436f6e7420696e74	7265746f726e6f436f6e7420696e743b207469636b657420737472696e67	ticket-ausente
C104	C19	CONT-en-retirada	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	75696e747074722873797363616c6c2e5349474b494c4c29	75696e747074722873797363616c6c2e534947434f4e5429	retirada-KILL-individual
C105	C19	flag-grupo-retirada	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	75696e747074722873797363616c6c2e5349474b494c4c292c20302c2030	75696e747074722873797363616c6c2e5349474b494c4c292c20302c2070696466645369676e616c477275706f4f33634d3338	retirada-sin-grupo
C106	C19	Wait-antes-terminalidad	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	66642c207669766f2c20666961626c65203a3d20706964666452657469726164614f33634d3338286129	5f203d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2066642c207669766f2c20666961626c65203a3d20706964666452657469726164614f33634d3338286129	Wait-dominado-terminalidad
C107	C19	omitir-ECHILD	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	6966206572726f72732e4973286572722c2073797363616c6c2e454348494c4429	696620657272203d3d206e696c	ECHILD-obligatorio
C108	C19	omitir-ESRCH	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	72657475726e206572726f72732e4973286572722c2073797363616c6c2e455352434829	72657475726e20657272203d3d206e696c	grupo-ESRCH
C109	C19	cerrar-TERMINAL-antes	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	5f203d20612e637573746f6469612e7465726d696e616c2e436c6f736528293b20696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	TERMINAL-tras-Wait-ECHILD-ESRCH
C110	C19	cerrar-pidfd-antes-ESRCH	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	5f203d2073797363616c6c2e436c6f7365286664293b20696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	pidfd-tras-ESRCH
C111	C19	reiniciar-3s	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	66696e2c206f6b203a3d2066696e52657469726164614f33634d33382874696d652e4e6f7728292c20612e637573746f6469612e66696e426f6f74737472617029	66696e2c206f6b203a3d2066696e52657469726164614f33634d33382874696d652e4e6f7728292c2074696d652e4e6f7728292e416464286475726163696f6e52657469726164614f33634d33382929	retirada-no-reinicia
C112	C20	cerrar-tras-CF	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b2064656665722073797363616c6c2e436c6f7365283029	CF-sin-cierre
C113	C20	loguear-tras-CF	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b207072696e746c6e282243462229	CF-sin-log
C114	C20	retornar-tras-CF	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b	66756e6320666174616c48616e646f66664f33634d33382861202a6175746f7269646164436f6e74696e756163696f6e4f33634d333829207b206966206120213d206e696c207b2072657475726e207d	CF-no-retorna
C115	C20	retirar-post-CONT	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	612e65737461646f203d20636f6e74696e756163696f6e4346466174616c4d3338	612e65737461646f203d20636f6e74696e756163696f6e43375265746972616e646f4d3338	post-CONT-no-retira
C116	C21	waitid	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	7069642c20657272203d2073797363616c6c2e5761697434	5f2c205f2c205f203d2073797363616c6c2e53797363616c6c362873797363616c6c2e5359535f5741495449442c20302c20302c20302c20302c20302c2030293b207069642c20657272203d2073797363616c6c2e5761697434	waitid-ausente
C117	C21	segundo-Wait	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	5f203d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b20696620657272203a3d2065737065726172436f6e4c656173654f33614d333828612e637573746f646961293b2065727220213d206e696c207b	Wait-unico
C118	C21	Wait-fuera-C7	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_observacion.go	696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	5f203d2065737065726172436f6e4c656173654f33614d333828282a656e7472616461292e637573746f646961293b20696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	Wait-solo-C7
C119	C21	CONT-extra	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_observacion.go	696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	5f2c205f2c205f203d2073797363616c6c2e53797363616c6c3628737973506964666453656e645369676e616c2c20302c2075696e747074722873797363616c6c2e534947434f4e54292c20302c2070696466645369676e616c477275706f4f33634d33382c20302c2030293b20696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	CONT-unico
C120	C21	TERM-funcional	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_observacion.go	696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	5f2c205f2c205f203d2073797363616c6c2e53797363616c6c3628737973506964666453656e645369676e616c2c20302c2075696e747074722873797363616c6c2e5349475445524d292c20302c20302c20302c2030293b20696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	TERM-funcional-ausente
C121	C21	KILL-funcional	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_observacion.go	696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	5f2c205f2c205f203d2073797363616c6c2e53797363616c6c3628737973506964666453656e645369676e616c2c20302c2075696e747074722873797363616c6c2e5349474b494c4c292c20302c20302c20302c2030293b20696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	KILL-funcional-ausente
C122	C21	escribir-TERMINAL	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	632e7465726d696e616c203d206e696c	5f2c205f203d20632e7465726d696e616c2e5772697465286e696c293b20632e7465726d696e616c203d206e696c	TERMINAL-no-se-escribe
C123	C21	cerrar-fuera-C7	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_observacion.go	696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	5f203d20282a656e7472616461292e637573746f6469612e7465726d696e616c2e436c6f736528293b20696620656e7472616461203d3d206e696c207c7c202a656e7472616461203d3d206e696c	TERMINAL-cierre-solo-C7
C124	C21	fin-alternativo	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	72657475726e2065727252657469726164614f33634d3338	72657475726e206e696c	resultado-retirada-cerrado
C125	C22	falsear-inventario	tools/o3c_p6_conductor/conductor.sh	5b5b202465737461646f202d657120302026262024677275706f5f6365726f5f6169736c61646f203d3d2073692026262024666469202d6571202466646620262620246869202d65712024686620262620247a69202d657120247a6620262620246769202d65712024676620262620247469202d657120247466205d5d	5b5b202465737461646f202d65712030205d5d	inventarios-delta-cero
C126	C22	aceptar-residuos	tools/o3c_p6_conductor/conductor.sh	6b696c6c202d30202d2d20222d246c696465722220323e2f6465762f6e756c6c20262620677275706f5f6365726f5f6169736c61646f3d6e6f	6b696c6c202d30202d2d20222d246c696465722220323e2f6465762f6e756c6c20262620677275706f5f6365726f5f6169736c61646f3d7369	PGID-ESRCH-residuos-cero
C127	C22	aceptar-SKIP	tools/o3c_p6_conductor/conductor.sh	5b5b20246964203d3d206964205d5d20262620636f6e74696e7565	5b5b20246964203d3d206964207c7c20246964203d3d20433031205d5d20262620636f6e74696e7565	sin-SKIP
C128	C22	aceptar-reintento	tools/o3c_p6_conductor/conductor.sh	656a6563757461722022246964222022246d6f646f22202224707275656261222022246f726163756c6f2220222462696e22	656a6563757461722022246964222022246d6f646f22202224707275656261222022246f726163756c6f2220222462696e22207c7c20656a6563757461722022246964222022246d6f646f22202224707275656261222022246f726163756c6f2220222462696e22	sin-reintentos
C129	C22	reutilizar-evidencia	tools/o3c_p6_conductor/conductor.sh	5b5b202d6420247461726765742026262021202d65202465766964656e636961205d5d	5b5b202d642024746172676574202626202d64202465766964656e636961205d5d	evidencia-nueva
C130	C23	segundo-owner	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	7265746f726e6f436f6e7420696e74	7265746f726e6f436f6e7420696e743b206f776e6572416a656e6f2061746f6d69632e55696e743332	autoridad-conjunta-unica
C131	C23	ciclo	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	6175746f2020202020202020202020202a6175746f7269646164437573746f6469614f33634d3338	6175746f202a6175746f7269646164437573746f6469614f33634d33383b206369636c6f202a616772656761646f4f34614d3338	ownership-aciclico
C132	C23	hook	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	66756e6320666174616c4f33634d33382829	76617220686f6f6b4f3363203d2066756e632829207b7d3b2066756e6320666174616c4f33634d33382829	sin-hook
C133	C23	callback	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	66756e6320666174616c4f33634d33382829	7661722063616c6c6261636b4f33632066756e6328293b2066756e6320666174616c4f33634d33382829	sin-callback
C134	C23	goroutine	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	66756e6320666174616c4f33634d33382829	66756e6320696e697428297b20676f2066756e6328297b7d2829207d3b2066756e6320666174616c4f33634d33382829	sin-goroutine
C135	C23	global	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	66756e6320666174616c4f33634d33382829	766172206175746f7269646164476c6f62616c4f3363202a6175746f7269646164436f6e74696e756163696f6e4f33634d33383b2066756e6320666174616c4f33634d33382829	sin-global
C136	C23	init	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_autoridad.go	66756e6320666174616c4f33634d33382829	66756e6320696e697428297b7d3b2066756e6320666174616c4f33634d33382829	sin-init
C137	C24	limite-1024	captura_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_barrera.go	76617220627566666572205b313032345d62797465	76617220627566666572205b313032355d62797465	limite-1024
C138	C24	limite-4	captura_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_barrera.go	6c65637475726173203c2034	6c65637475726173203c2035	limite-4
C139	C24	limite-4096	captura_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_barrera.go	746f74616c203c2034303936	746f74616c203c2034303937	limite-4096
C140	C24	limite-8	captura_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_barrera.go	696e74657272757063696f6e6573203c3d2038	696e74657272757063696f6e6573203c3d2039	limite-8
C141	C24	plazo-180	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_cont.go	313830202a2074696d652e5365636f6e64	313831202a2074696d652e5365636f6e64	plazo-180s
C142	C24	retirada-3	continuacion_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_handoff.go	33202a2074696d652e5365636f6e64	34202a2074696d652e5365636f6e64	retirada-3s
C143	C24	minimo-FD	supervisor_procesos_m38_h0b_fuente_corporativa_contexto_actor_v1_arranque_autoridad.go	6d696e46444475706c696361646f4d33382020202020203d203130	6d696e46444475706c696361646f4d33382020202020203d2039	FD-minimo
